freq_bin,time_frame,magnitude
240,140,0.037575
240,150,0.247342
240,160,0.034471
240,170,0.158290
240,180,0.074544
240,190,0.118101
240,200,0.031808
240,210,0.135610
240,220,0.018751
240,230,0.090700
240,240,0.094918
240,250,0.112230
240,260,0.015155
240,270,0.001753
240,280,0.080197
240,290,1.017873
240,300,0.305166
240,310,0.147091
245,0,0.133204
245,10,0.558127
245,20,0.148482
245,30,0.066276
245,40,0.304423
245,50,0.048422
245,60,0.053348
245,70,0.118688
245,80,0.120692
245,90,0.124408
245,100,0.000301
245,110,0.008505
245,120,0.042653
245,130,0.077289
245,140,0.095191
245,150,0.092238
245,160,0.182603
245,170,0.048299
245,180,0.122951
245,190,0.090219
245,200,0.315310
245,210,0.588440
245,220,0.131931
245,230,0.166195
245,240,0.033969
245,250,0.042829
245,260,0.401315
245,270,0.001607
245,280,0.099592
245,290,0.062137
245,300,0.029082
245,310,0.018536
250,0,0.068800
250,10,0.097179
250,20,0.083377
250,30,0.021870
250,40,0.097112
250,50,0.003148
250,60,0.003519
250,70,0.076023
250,80,0.033296
250,90,0.013049
250,100,0.000228
250,110,0.052806
250,120,0.085677
250,130,0.690844
250,140,0.030983
250,150,0.661964
250,160,0.026256
250,170,0.461204
250,180,0.199726
250,190,0.013515
250,200,0.152548
250,210,0.134305
250,220,0.387710
250,230,0.076587
250,240,0.166067
250,250,0.255831
250,260,0.017102
250,270,0.001764
250,280,0.045738
250,290,0.082597
250,300,0.012303
250,310,0.048725
255,0,0.010049
255,10,0.076540
255,20,0.276268
255,30,0.113657
255,40,0.058263
255,50,0.184990
255,60,0.359991
255,70,0.047978
255,80,0.261969
255,90,0.618711
255,100,0.000676
255,110,0.001998
255,120,0.169529
255,130,0.466029
255,140,0.462740
255,150,0.350098
255,160,0.034298
255,170,0.259683
255,180,0.082581
255,190,0.092627
255,200,0.050473
255,210,0.027277
255,220,0.000666
255,230,0.059373
255,240,0.016726
255,250,0.270644
255,260,0.043122
255,270,0.002091
255,280,0.376861
255,290,0.037246
255,300,1.016330
255,310,0.092398
